,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,flood,10days_june,increased Rainfall
3455,TAMIL NADU,1929,20.4,29.2,9.4,107.3,50.7,63.2,48.9,70.7,135.1,161.2,192.0,89.6,977.7,49.6,167.4,317.9,442.8,0,21.066666666666666,12.5
3456,TAMIL NADU,1930,53.6,60.3,21.4,34.4,165.7,68.9,38.9,66.7,94.2,436.1,186.5,48.7,1275.4,113.9,221.4,268.7,671.4,0,22.96666666666667,96.79999999999998
3457,TAMIL NADU,1931,22.7,0.0,3.3,55.6,54.2,40.8,77.3,81.7,104.7,120.3,183.4,295.8,1039.8,22.7,113.0,304.4,599.5,0,13.6,13.400000000000006
3458,TAMIL NADU,1932,0.7,31.9,7.3,62.9,109.6,43.0,56.5,163.5,61.6,247.4,246.9,78.5,1109.8,32.6,179.8,324.6,572.8,0,14.333333333333334,66.6
3459,TAMIL NADU,1933,2.7,5.0,41.2,52.5,105.3,36.9,60.7,169.9,104.5,201.8,124.5,105.9,1010.9,7.7,199.1,372.0,432.2,0,12.299999999999999,68.4
3460,TAMIL NADU,1934,99.8,0.1,11.6,34.6,49.6,73.5,57.5,56.4,38.1,303.4,99.2,15.9,839.7,99.9,95.9,225.5,418.4,0,24.5,23.9
3461,TAMIL NADU,1935,37.5,2.5,9.3,63.9,23.7,60.0,38.6,153.4,78.6,192.4,147.6,86.3,893.9,40.0,96.9,330.6,426.3,0,20.0,36.3
3462,TAMIL NADU,1936,1.9,51.1,55.3,35.7,74.4,56.3,85.5,59.4,122.0,103.7,234.5,64.7,944.5,53.0,165.3,323.2,402.9,0,18.766666666666666,18.10000000000001
3463,TAMIL NADU,1937,10.7,16.7,26.7,96.1,59.9,42.3,51.1,118.1,105.7,189.8,280.1,22.8,1020.1,27.4,182.7,317.2,492.8,0,14.1,17.6
3464,TAMIL NADU,1938,1.2,52.1,34.8,44.5,54.3,53.0,101.4,146.3,116.8,87.5,39.3,51.8,783.2,53.3,133.7,417.5,178.6,0,17.666666666666668,1.2999999999999972
3465,TAMIL NADU,1939,31.1,5.0,26.0,132.1,60.0,60.4,35.1,91.3,96.2,243.8,266.2,8.6,1055.8,36.1,218.1,283.0,518.6,0,20.133333333333333,0.3999999999999986
3466,TAMIL NADU,1940,0.9,0.7,12.6,82.8,131.5,85.2,59.0,69.4,121.2,152.0,367.8,95.4,1178.5,1.6,226.9,334.8,615.2,0,28.400000000000002,46.3
3467,TAMIL NADU,1941,31.7,4.4,1.4,58.6,70.9,47.1,69.6,84.7,166.4,148.1,216.4,107.5,1006.9,36.1,130.9,367.8,472.1,0,15.700000000000001,23.800000000000004
3468,TAMIL NADU,1942,0.5,0.6,6.0,78.6,61.3,53.1,54.9,110.1,120.8,146.5,68.0,146.9,847.3,1.1,145.8,338.9,361.4,0,17.7,8.199999999999996
3469,TAMIL NADU,1943,112.0,18.5,10.8,72.1,204.4,43.2,75.3,78.8,101.1,310.6,117.4,43.2,1187.3,130.5,287.3,298.4,471.1,0,14.4,161.2
3470,TAMIL NADU,1944,18.4,34.6,83.5,32.7,46.1,81.8,73.8,104.7,143.5,188.8,288.8,130.9,1227.6,53.0,162.3,403.9,608.5,0,27.266666666666666,35.699999999999996
3471,TAMIL NADU,1945,4.6,5.5,5.0,74.7,38.2,22.0,75.1,110.1,58.6,168.4,206.8,15.0,784.0,10.1,117.9,265.7,390.3,0,7.333333333333333,16.200000000000003
3472,TAMIL NADU,1946,19.8,1.0,46.4,45.7,76.4,56.8,59.3,87.7,140.8,175.5,311.2,273.5,1294.1,20.8,168.4,344.7,760.2,0,18.933333333333334,19.60000000000001
3473,TAMIL NADU,1947,59.5,14.8,54.4,92.8,40.9,54.1,125.5,113.4,127.6,205.9,30.5,20.0,939.5,74.3,188.2,420.7,256.4,0,18.033333333333335,13.200000000000003
3474,TAMIL NADU,1948,51.7,9.9,10.6,35.3,72.5,67.5,79.8,102.3,68.8,145.4,226.2,36.6,906.7,61.6,118.4,318.4,408.3,0,22.5,5.0
3475,TAMIL NADU,1949,8.6,3.0,0.6,62.3,98.2,75.6,113.6,148.2,82.3,159.4,86.4,2.3,840.7,11.6,161.2,419.7,248.1,0,25.2,22.60000000000001
3476,TAMIL NADU,1950,2.4,68.0,16.8,11.8,54.5,31.2,56.1,125.3,85.5,160.6,100.7,34.6,747.5,70.4,83.1,298.1,296.0,0,10.4,23.3
3477,TAMIL NADU,1951,11.7,0.8,26.7,115.2,83.0,30.8,83.6,94.7,113.4,98.3,187.2,9.6,855.1,12.6,224.9,322.5,295.1,0,10.266666666666667,52.2
3478,TAMIL NADU,1952,13.7,47.7,8.9,29.5,58.7,32.9,74.3,73.7,38.2,123.8,47.2,167.6,716.4,61.4,97.1,219.2,338.7,0,10.966666666666667,25.800000000000004
3479,TAMIL NADU,1953,13.0,15.8,4.8,97.8,45.8,67.6,111.7,86.2,131.1,278.2,97.1,18.9,968.0,28.8,148.5,396.5,394.2,0,22.53333333333333,21.799999999999997
3480,TAMIL NADU,1954,77.5,2.7,58.2,54.2,77.9,35.5,118.5,147.2,34.0,271.0,32.6,107.0,1016.3,80.2,190.3,335.1,410.6,0,11.833333333333334,42.400000000000006
3481,TAMIL NADU,1955,35.7,1.3,10.3,85.3,149.4,47.8,73.4,88.1,128.2,165.2,130.6,145.3,1060.6,37.0,245.0,337.4,441.1,0,15.933333333333332,101.60000000000001
3482,TAMIL NADU,1956,22.9,0.5,1.0,34.3,35.1,98.0,46.0,99.2,126.4,255.8,225.5,45.1,989.7,23.4,70.4,369.6,526.3,0,32.666666666666664,62.9
3483,TAMIL NADU,1957,1.2,10.3,15.1,14.8,81.1,65.4,64.0,60.8,73.5,203.3,200.4,77.1,866.9,11.5,111.0,263.6,480.8,0,21.8,15.699999999999989
3484,TAMIL NADU,1958,12.1,6.0,27.2,49.4,114.7,33.0,47.3,147.7,80.0,155.2,154.4,25.5,852.5,18.1,191.3,308.0,335.2,0,11.0,81.7
3485,TAMIL NADU,1959,3.7,34.8,0.1,51.4,68.2,83.5,60.6,62.1,99.1,187.0,190.4,53.4,894.3,38.5,119.7,305.3,430.8,0,27.833333333333332,15.299999999999997
3486,TAMIL NADU,1960,5.5,9.9,21.0,60.0,60.9,35.9,146.8,55.6,108.4,134.5,354.1,21.2,1013.9,15.4,141.9,346.7,509.9,0,11.966666666666667,25.0
3487,TAMIL NADU,1961,76.0,12.7,2.2,23.9,71.9,73.8,99.4,110.4,122.2,154.7,107.5,56.1,910.7,88.6,98.0,405.7,318.3,0,24.599999999999998,1.8999999999999915
3488,TAMIL NADU,1962,10.0,23.6,13.6,48.4,114.1,44.0,56.7,130.5,114.8,275.7,63.1,47.1,941.6,33.6,176.2,345.9,385.9,0,14.666666666666666,70.1
3489,TAMIL NADU,1963,76.2,4.8,39.1,56.5,45.1,49.9,93.1,88.7,115.0,173.4,195.0,135.9,1072.8,81.0,140.7,346.8,504.3,0,16.633333333333333,4.799999999999997
3490,TAMIL NADU,1964,1.6,1.2,15.5,11.4,56.8,31.3,174.7,100.8,92.3,187.7,166.4,70.9,910.6,2.7,83.8,399.1,424.9,0,10.433333333333334,25.499999999999996
3491,TAMIL NADU,1965,1.8,7.2,10.1,63.8,40.9,33.5,55.4,169.8,92.7,123.9,120.3,202.3,921.8,9.0,114.8,351.4,446.6,0,11.166666666666666,7.399999999999999
3492,TAMIL NADU,1966,16.0,1.6,11.9,33.4,51.8,51.6,76.4,143.4,166.1,290.6,224.3,99.8,1166.9,17.6,97.1,437.5,614.7,0,17.2,0.19999999999999574
3493,TAMIL NADU,1967,28.9,1.0,40.4,19.3,47.6,69.1,69.4,81.2,76.2,182.3,127.1,156.7,899.1,29.9,107.2,295.9,466.1,0,23.03333333333333,21.499999999999993
3494,TAMIL NADU,1968,4.6,5.6,36.5,85.9,46.9,47.9,53.7,65.0,137.7,111.8,121.1,72.7,789.4,10.2,169.3,304.3,305.6,0,15.966666666666667,1.0
3495,TAMIL NADU,1969,1.5,7.2,3.5,32.1,57.0,30.4,60.9,139.7,36.8,275.1,190.5,127.1,961.8,8.7,92.6,267.8,592.7,0,10.133333333333333,26.6
3496,TAMIL NADU,1970,15.9,18.0,9.2,61.8,85.4,51.6,88.9,98.5,102.4,195.1,199.9,15.3,942.1,34.0,156.5,341.3,410.3,0,17.2,33.800000000000004
3497,TAMIL NADU,1971,19.3,11.1,37.8,40.6,75.7,46.9,87.2,127.8,109.0,221.3,71.3,199.6,1047.6,30.4,154.2,370.9,492.2,0,15.633333333333333,28.800000000000004
3498,TAMIL NADU,1972,4.0,1.2,1.0,14.0,151.1,55.1,49.2,42.7,175.3,273.1,126.0,200.6,1093.4,5.2,166.2,322.3,599.8,0,18.366666666666667,96.0
3499,TAMIL NADU,1973,0.3,0.2,5.3,20.7,57.0,63.5,92.3,87.6,130.4,195.2,79.1,127.1,858.5,0.5,82.9,373.7,401.4,0,21.166666666666668,6.5
3500,TAMIL NADU,1974,0.6,8.9,6.7,30.4,59.5,40.6,79.8,63.5,178.0,114.8,47.8,22.2,652.8,9.4,96.6,361.9,184.8,0,13.533333333333333,18.9
3501,TAMIL NADU,1975,6.0,4.3,34.8,20.8,80.8,46.8,129.1,121.3,147.8,165.3,130.3,36.4,923.6,10.3,136.3,445.0,332.0,0,15.6,34.0
3502,TAMIL NADU,1976,1.2,0.2,8.4,50.1,33.8,48.6,64.0,129.9,83.7,137.6,244.9,56.6,858.9,1.4,92.3,326.1,439.1,0,16.2,14.800000000000004
3503,TAMIL NADU,1977,1.4,24.8,10.4,45.5,104.1,50.6,55.4,128.3,118.6,347.5,346.8,12.6,1246.0,26.2,160.0,353.0,706.9,0,16.866666666666667,53.49999999999999
3504,TAMIL NADU,1978,1.4,11.2,10.9,35.9,55.2,29.4,78.2,55.4,137.2,151.4,234.6,198.1,998.8,12.6,102.0,300.2,584.1,0,9.799999999999999,25.800000000000004
3505,TAMIL NADU,1979,0.7,43.5,12.5,15.3,35.1,60.2,75.2,80.2,183.1,132.6,416.7,48.2,1103.4,44.2,62.9,398.7,597.5,0,20.066666666666666,25.1
3506,TAMIL NADU,1980,0.1,0.0,15.4,45.9,69.2,37.7,64.9,64.2,76.3,122.3,166.2,47.0,709.1,0.1,130.4,243.0,335.5,0,12.566666666666668,31.5
3507,TAMIL NADU,1981,8.9,1.3,21.7,23.7,87.2,57.0,117.0,91.8,200.5,258.0,106.4,72.5,1045.9,10.1,132.6,466.3,436.8,0,19.0,30.200000000000003
3508,TAMIL NADU,1982,0.2,0.1,8.6,25.2,58.8,49.8,52.5,44.5,93.4,114.0,200.8,30.9,678.6,0.3,92.5,240.1,345.7,0,16.599999999999998,9.0
3509,TAMIL NADU,1983,0.2,0.2,1.9,5.5,86.9,72.9,77.9,132.0,154.6,138.7,94.5,242.6,1007.7,0.4,94.2,437.3,475.7,0,24.3,14.0
3510,TAMIL NADU,1984,34.5,131.3,101.7,45.4,21.6,43.6,149.5,38.0,151.3,134.8,113.5,58.5,1023.8,165.9,168.7,382.4,306.8,0,14.533333333333333,22.0
3511,TAMIL NADU,1985,89.7,5.2,11.9,43.9,33.4,108.8,81.2,129.7,161.6,107.3,233.3,57.4,1063.5,94.9,89.3,481.2,398.1,0,36.266666666666666,75.4
3512,TAMIL NADU,1986,65.5,39.0,16.1,20.9,62.7,63.4,66.9,115.2,142.3,170.5,133.4,57.1,953.0,104.4,99.7,387.7,361.0,0,21.133333333333333,0.6999999999999957
3513,TAMIL NADU,1987,8.0,1.2,28.7,20.0,50.5,70.5,26.1,82.8,127.0,236.7,136.9,175.0,963.5,9.2,99.2,306.4,548.6,0,23.5,20.0
3514,TAMIL NADU,1988,0.2,3.8,27.4,94.6,59.1,41.1,102.6,149.8,136.1,71.8,117.6,33.1,837.2,4.0,181.1,429.7,222.4,0,13.700000000000001,18.0
3515,TAMIL NADU,1989,2.7,0.0,27.9,40.8,53.6,57.4,154.9,39.7,137.3,148.6,154.0,39.8,856.5,2.7,122.2,389.2,342.4,0,19.133333333333333,3.799999999999997
3516,TAMIL NADU,1990,84.8,10.2,36.2,24.3,94.9,28.9,40.0,80.1,119.6,194.1,144.0,46.1,903.2,95.0,155.3,268.7,384.2,0,9.633333333333333,66.0
3517,TAMIL NADU,1991,24.2,4.6,9.7,37.4,29.5,128.1,54.7,71.7,114.0,225.1,234.4,21.4,954.8,28.9,76.6,368.5,480.9,0,42.699999999999996,98.6
3518,TAMIL NADU,1992,3.1,0.2,0.0,22.5,58.3,66.4,77.9,59.9,157.3,123.9,297.2,52.1,918.7,3.3,80.8,361.4,473.2,0,22.133333333333336,8.100000000000009
3519,TAMIL NADU,1993,0.1,7.0,9.9,11.2,46.6,68.2,60.3,88.8,96.7,214.5,315.9,163.1,1082.3,7.1,67.7,314.0,693.5,0,22.733333333333334,21.6
3520,TAMIL NADU,1994,7.0,27.6,5.5,48.3,66.6,38.6,75.3,66.1,84.2,230.6,229.1,27.0,905.9,34.6,120.5,264.2,486.6,0,12.866666666666667,27.999999999999993
3521,TAMIL NADU,1995,23.8,3.3,16.7,39.5,139.0,64.6,86.7,121.1,94.0,143.1,107.9,3.7,843.4,27.1,195.2,366.4,254.7,0,21.53333333333333,74.4
3522,TAMIL NADU,1996,7.6,3.6,5.0,91.5,34.0,125.3,55.4,112.4,141.2,149.7,106.0,237.6,1069.4,11.3,130.5,434.3,493.3,0,41.766666666666666,91.3
3523,TAMIL NADU,1997,7.7,0.2,2.3,42.0,49.2,50.4,63.5,56.4,116.0,169.5,258.1,135.2,950.5,7.9,93.5,286.3,562.8,0,16.8,1.1999999999999957
3524,TAMIL NADU,1998,6.9,5.7,4.1,23.6,55.8,43.0,101.9,152.9,121.8,124.7,242.0,197.4,1079.7,12.5,83.6,419.6,564.0,0,14.333333333333334,12.799999999999997
3525,TAMIL NADU,1999,8.3,24.1,3.9,56.9,74.5,46.4,55.3,74.8,73.1,268.9,182.8,53.6,922.6,32.3,135.3,249.6,505.3,0,15.466666666666667,28.1
3526,TAMIL NADU,2000,30.3,74.5,9.4,41.6,54.7,52.2,45.8,136.1,169.8,120.3,148.6,88.9,972.0,104.7,105.6,403.9,357.8,0,17.400000000000002,2.5
3527,TAMIL NADU,2001,21.8,10.9,13.0,93.8,45.0,39.9,37.2,18.7,53.8,69.5,52.3,27.6,483.4,32.7,151.8,149.5,149.3,0,13.299999999999999,5.100000000000001
3528,TAMIL NADU,2002,2.9,22.1,3.9,9.2,32.6,23.7,11.8,26.5,32.2,93.7,47.2,12.2,318.0,25.0,45.7,94.2,153.1,0,7.8999999999999995,8.900000000000002
3529,TAMIL NADU,2003,0.3,4.1,18.0,17.1,19.8,22.5,38.7,49.3,26.1,86.0,59.5,7.1,348.5,4.4,54.8,136.6,152.6,0,7.5,2.6999999999999993
3530,TAMIL NADU,2004,2.8,0.7,3.0,16.2,101.1,21.2,98.6,85.1,208.3,271.1,204.5,25.0,1037.6,3.5,120.3,413.2,500.6,0,7.066666666666666,79.89999999999999
3531,TAMIL NADU,2005,4.1,11.1,24.4,128.0,80.6,35.7,87.9,93.3,117.9,280.5,353.4,148.5,1365.3,15.2,233.0,334.8,782.3,0,11.9,44.89999999999999
3532,TAMIL NADU,2006,15.3,0.2,52.4,32.6,65.2,57.2,33.6,73.4,116.3,240.4,215.1,26.1,927.9,15.5,150.2,280.6,481.6,0,19.066666666666666,8.0
3533,TAMIL NADU,2007,7.2,7.5,1.8,58.0,44.9,73.1,101.0,136.5,89.1,248.9,79.2,219.9,1067.2,14.7,104.7,399.7,548.0,0,24.366666666666664,28.199999999999996
3534,TAMIL NADU,2008,11.7,29.1,164.7,31.5,53.7,51.1,73.1,126.5,70.7,242.7,298.5,50.1,1203.4,40.8,250.0,321.5,591.2,0,17.033333333333335,2.6000000000000014
3535,TAMIL NADU,2009,7.9,0.0,41.0,41.4,74.8,27.0,42.1,96.9,114.4,62.1,314.7,106.2,928.5,7.9,157.2,280.4,482.9,0,9.0,47.8
3536,TAMIL NADU,2010,11.8,0.2,1.9,22.9,91.9,70.0,81.4,102.9,111.1,148.1,328.6,124.5,1095.2,11.9,116.7,365.4,601.2,0,23.333333333333332,21.900000000000006
3537,TAMIL NADU,2011,4.3,11.2,8.0,91.5,33.4,56.0,45.5,128.9,76.0,200.4,230.5,41.0,926.5,15.5,132.8,306.4,471.8,0,18.666666666666668,22.6
3538,TAMIL NADU,2012,3.0,0.1,2.5,35.5,41.9,30.1,46.5,98.0,84.9,235.2,44.5,14.0,636.1,3.1,79.9,259.5,293.6,0,10.033333333333333,11.799999999999997
3539,TAMIL NADU,2013,3.9,30.9,30.0,20.3,42.0,54.6,42.7,110.7,113.5,127.9,112.3,53.2,741.9,34.8,92.2,321.5,293.4,0,18.2,12.600000000000001
3540,TAMIL NADU,2014,7.4,6.1,8.1,8.3,139.1,47.8,50.6,117.7,98.9,252.2,110.8,66.0,913.0,13.4,155.5,315.1,428.9,0,15.933333333333332,91.3
3541,TAMIL NADU,2015,8.3,2.3,21.7,108.8,112.4,62.4,43.5,81.6,98.4,132.6,379.8,152.8,1204.6,10.6,242.8,285.9,665.3,0,20.8,50.00000000000001
3082,COASTAL ANDHRA PRADESH,1901,18.8,80.9,7.2,28.7,68.7,77.7,113.0,133.7,125.3,173.4,164.8,1.5,993.8,99.7,104.6,449.7,339.8,0,25.900000000000002,9.0
3083,COASTAL ANDHRA PRADESH,1902,2.0,0.0,2.8,23.9,37.6,72.6,144.5,236.1,204.5,262.0,50.4,27.1,1063.6,2.0,64.4,657.7,339.5,0,24.2,34.99999999999999
3084,COASTAL ANDHRA PRADESH,1903,0.8,13.3,0.2,6.2,73.4,154.0,248.6,258.0,216.5,159.1,173.9,12.1,1316.2,14.2,79.8,877.1,345.1,0,51.333333333333336,80.6
3085,COASTAL ANDHRA PRADESH,1904,1.3,0.0,5.4,3.0,136.3,107.8,120.2,117.7,116.8,240.9,0.0,10.7,860.2,1.3,144.7,462.6,251.6,0,35.93333333333333,28.500000000000014
3086,COASTAL ANDHRA PRADESH,1905,1.1,16.7,68.0,37.0,68.8,84.4,64.6,210.8,170.2,66.0,7.4,0.0,795.2,17.8,173.8,530.1,73.4,0,28.133333333333336,15.600000000000009
3087,COASTAL ANDHRA PRADESH,1906,3.9,23.5,9.9,2.3,11.0,252.6,155.8,241.1,126.9,92.1,21.5,80.8,1021.5,27.4,23.2,776.4,194.5,0,84.2,241.6
3088,COASTAL ANDHRA PRADESH,1907,0.6,3.0,38.9,80.9,18.9,224.5,119.7,118.2,94.7,37.0,52.4,29.1,817.9,3.6,138.7,557.2,118.4,0,74.83333333333333,205.6
3089,COASTAL ANDHRA PRADESH,1908,54.1,1.3,1.7,7.2,40.9,57.2,120.9,162.0,320.9,73.9,2.1,0.0,842.3,55.5,49.8,661.1,75.9,0,19.066666666666666,16.300000000000004
3090,COASTAL ANDHRA PRADESH,1909,1.3,1.3,0.2,112.2,34.0,109.7,154.2,193.1,169.8,13.4,3.1,75.2,867.6,2.6,146.5,626.8,91.7,0,36.56666666666667,75.7
3091,COASTAL ANDHRA PRADESH,1910,0.9,2.4,0.2,31.9,22.6,179.6,222.2,204.5,216.8,286.4,87.2,0.0,1254.6,3.3,54.7,823.0,373.6,0,59.86666666666667,157.0
3092,COASTAL ANDHRA PRADESH,1911,0.0,0.0,10.3,14.4,31.2,150.5,158.1,76.2,160.4,119.7,77.6,21.0,819.5,0.0,56.0,545.1,218.4,0,50.166666666666664,119.3
3093,COASTAL ANDHRA PRADESH,1912,0.0,9.6,4.8,15.2,33.6,55.9,217.9,230.1,188.7,86.1,61.7,0.0,903.6,9.6,53.6,692.5,147.9,0,18.633333333333333,22.299999999999997
3094,COASTAL ANDHRA PRADESH,1913,0.0,12.9,0.5,3.3,68.2,129.0,166.9,124.3,119.5,206.7,7.2,2.4,841.0,12.9,72.1,539.7,216.3,0,43.0,60.8
3095,COASTAL ANDHRA PRADESH,1914,0.0,10.9,5.8,73.0,77.7,171.7,157.4,178.5,292.4,22.8,17.8,5.1,1013.2,10.9,156.6,800.0,45.7,0,57.23333333333333,93.99999999999999
3096,COASTAL ANDHRA PRADESH,1915,21.1,17.9,53.3,44.8,63.5,177.3,134.8,226.5,170.5,228.8,208.8,0.0,1347.4,39.0,161.7,709.1,437.7,0,59.1,113.80000000000001
3097,COASTAL ANDHRA PRADESH,1916,0.2,5.1,0.5,16.3,43.9,157.9,282.1,197.1,166.2,355.9,126.0,0.1,1351.2,5.3,60.7,803.3,481.9,0,52.63333333333333,114.0
3098,COASTAL ANDHRA PRADESH,1917,1.1,25.1,14.9,16.4,105.5,201.4,142.4,215.8,219.6,216.0,126.5,5.0,1289.6,26.3,136.7,779.2,347.4,0,67.13333333333334,95.9
3099,COASTAL ANDHRA PRADESH,1918,25.1,2.5,9.5,13.0,79.6,109.4,107.4,130.9,149.6,30.8,111.7,8.5,778.0,27.6,102.0,497.4,151.0,0,36.46666666666667,29.80000000000001
3100,COASTAL ANDHRA PRADESH,1919,41.3,22.9,10.4,23.6,70.0,111.2,194.8,118.6,161.8,194.5,183.6,8.7,1141.4,64.2,104.0,586.4,386.8,0,37.06666666666667,41.2
3101,COASTAL ANDHRA PRADESH,1920,9.6,23.8,4.7,25.1,78.4,83.0,71.6,124.9,113.6,176.5,12.2,0.0,723.5,33.3,108.2,393.2,188.7,0,27.666666666666668,4.599999999999994
3102,COASTAL ANDHRA PRADESH,1921,52.3,0.1,0.1,35.3,11.2,97.6,204.6,168.0,228.7,192.6,24.7,0.0,1015.0,52.4,46.5,698.9,217.2,0,32.53333333333333,86.39999999999999
3103,COASTAL ANDHRA PRADESH,1922,10.9,0.0,0.0,5.3,35.8,103.3,145.6,132.6,117.5,128.0,174.0,0.2,853.3,10.9,41.1,499.0,302.3,0,34.43333333333333,67.5
3104,COASTAL ANDHRA PRADESH,1923,0.2,58.3,13.5,14.9,39.1,44.3,128.8,53.4,260.6,267.5,245.6,0.1,1126.4,58.5,67.5,487.1,513.2,0,14.766666666666666,5.199999999999996
3105,COASTAL ANDHRA PRADESH,1924,3.7,6.2,0.6,8.8,66.1,66.2,111.6,197.6,349.8,131.0,240.3,0.0,1182.0,9.9,75.6,725.1,371.4,0,22.066666666666666,0.10000000000000853
3106,COASTAL ANDHRA PRADESH,1925,2.9,0.1,5.6,40.2,196.4,151.4,197.8,223.9,103.4,262.6,46.1,8.1,1238.5,3.0,242.2,676.5,316.8,0,50.46666666666667,45.0
3107,COASTAL ANDHRA PRADESH,1926,13.7,7.7,78.7,57.1,36.4,72.4,191.4,173.3,162.8,76.7,0.5,0.0,870.7,21.4,172.2,599.9,77.2,0,24.133333333333336,36.00000000000001
3108,COASTAL ANDHRA PRADESH,1927,14.1,8.4,18.5,6.3,40.0,196.4,172.4,197.2,157.0,66.1,176.5,0.0,1053.0,22.6,64.8,723.1,242.6,0,65.46666666666667,156.4
3109,COASTAL ANDHRA PRADESH,1928,0.0,2.8,1.4,55.1,31.0,88.7,189.0,136.4,208.2,385.9,2.2,0.7,1101.3,2.8,87.4,622.2,388.8,0,29.566666666666666,57.7
3110,COASTAL ANDHRA PRADESH,1929,2.7,37.4,1.5,19.7,41.0,190.0,78.3,138.4,146.3,173.1,5.3,25.4,859.1,40.2,62.2,553.0,203.8,0,63.333333333333336,149.0
3111,COASTAL ANDHRA PRADESH,1930,0.5,32.4,6.6,23.2,117.3,189.6,112.4,133.0,136.7,284.1,181.9,5.1,1222.7,32.9,147.1,571.6,471.1,0,63.199999999999996,72.3
3112,COASTAL ANDHRA PRADESH,1931,0.5,0.4,5.2,8.8,46.9,142.2,177.7,120.5,231.7,388.8,164.0,0.3,1287.1,0.8,60.9,672.2,553.1,0,47.4,95.29999999999998
3113,COASTAL ANDHRA PRADESH,1932,0.0,53.2,0.1,20.8,47.2,79.6,203.3,122.3,147.8,117.2,180.0,0.1,971.5,53.2,68.0,553.0,297.2,0,26.53333333333333,32.39999999999999
3114,COASTAL ANDHRA PRADESH,1933,4.1,0.0,6.8,23.3,88.0,106.0,187.1,135.6,193.0,251.3,67.3,24.8,1087.3,4.2,118.0,621.7,343.4,0,35.333333333333336,18.0
3115,COASTAL ANDHRA PRADESH,1934,0.0,0.2,0.6,19.9,21.7,100.5,202.2,207.5,131.5,116.2,80.6,3.2,884.2,0.2,42.3,641.7,200.1,0,33.5,78.8
3116,COASTAL ANDHRA PRADESH,1935,1.2,0.1,4.2,24.7,10.5,94.6,158.9,122.6,191.8,141.0,1.6,0.0,751.1,1.3,39.4,567.8,142.6,0,31.53333333333333,84.1
3117,COASTAL ANDHRA PRADESH,1936,8.7,127.1,5.8,22.4,145.2,162.7,211.9,188.3,123.9,233.4,91.2,8.1,1328.7,135.7,173.4,686.8,332.7,0,54.23333333333333,17.5
3118,COASTAL ANDHRA PRADESH,1937,0.0,71.8,15.2,86.3,30.3,59.3,172.5,153.7,108.7,185.2,8.9,0.2,892.2,71.8,131.9,494.2,194.3,0,19.766666666666666,28.999999999999996
3119,COASTAL ANDHRA PRADESH,1938,0.1,31.9,7.6,3.5,82.6,158.9,161.3,176.1,294.2,115.2,174.4,0.4,1206.2,32.0,93.7,790.5,290.0,0,52.96666666666667,76.30000000000001
3120,COASTAL ANDHRA PRADESH,1939,3.0,0.0,29.7,19.7,11.3,80.2,138.7,121.9,150.1,416.7,95.8,3.2,1070.3,3.0,60.7,490.9,515.8,0,26.733333333333334,68.9
3121,COASTAL ANDHRA PRADESH,1940,0.2,5.3,65.6,15.0,202.1,120.3,157.4,186.6,122.1,106.3,75.8,12.4,1069.0,5.4,282.6,586.4,194.5,0,40.1,81.8
3122,COASTAL ANDHRA PRADESH,1941,2.6,13.8,4.1,8.2,58.5,192.7,83.0,97.4,184.1,266.4,107.8,7.8,1026.5,16.4,70.8,557.3,382.0,0,64.23333333333333,134.2
3123,COASTAL ANDHRA PRADESH,1942,2.9,5.6,2.1,37.2,30.5,84.7,130.9,196.1,142.1,159.7,85.6,2.4,879.8,8.5,69.9,553.7,247.6,0,28.233333333333334,54.2
3124,COASTAL ANDHRA PRADESH,1943,20.2,5.3,1.6,72.5,46.0,142.1,129.5,116.6,195.4,208.2,40.2,0.2,977.9,25.5,120.2,583.7,248.5,0,47.36666666666667,96.1
3125,COASTAL ANDHRA PRADESH,1944,4.9,19.4,96.6,24.8,42.5,132.2,179.8,157.6,159.4,304.7,33.9,0.0,1155.9,24.3,163.9,629.1,338.6,0,44.06666666666666,89.69999999999999
3126,COASTAL ANDHRA PRADESH,1945,1.0,0.0,0.0,48.0,39.9,46.6,193.3,185.8,201.2,242.0,19.1,14.7,991.5,1.0,87.9,626.8,275.8,0,15.533333333333333,6.700000000000003
3127,COASTAL ANDHRA PRADESH,1946,0.0,3.8,5.4,66.0,60.7,127.6,179.4,157.7,113.3,94.4,160.0,2.0,970.2,3.8,132.1,577.9,256.4,0,42.53333333333333,66.89999999999999
3128,COASTAL ANDHRA PRADESH,1947,10.3,3.0,0.8,15.4,18.3,86.5,217.4,216.1,209.8,154.7,58.3,135.5,1126.2,13.4,34.5,729.8,348.5,0,28.833333333333332,68.2
3129,COASTAL ANDHRA PRADESH,1948,1.4,26.8,7.4,24.8,44.6,92.7,193.5,113.8,232.7,103.7,181.6,1.5,1024.6,28.2,76.9,632.7,286.8,0,30.900000000000002,48.1
3130,COASTAL ANDHRA PRADESH,1949,7.7,0.6,2.5,32.2,71.2,97.3,231.2,179.2,254.8,319.4,21.3,0.0,1217.3,8.3,105.8,762.4,340.7,0,32.43333333333333,26.099999999999994
